0.0000000e+00	1.0825000e+02	1.5215000e+02	2.2739000e+02	1.7882000e+02	7.6950000e+01	8.4150000e+01	1.9950000e+02	1.1288000e+02	1.9303000e+02	8.4950000e+01	8.7810000e+01	1.1009000e+02	1.8909000e+02	1.9522000e+02	1.3755000e+02	2.6032000e+02	2.7431000e+02	2.0703000e+02	1.7258000e+02	5.3123000e+02	3.7389000e+02	4.3987000e+02	4.0794000e+02	3.4508000e+02	2.6132000e+02	4.5936000e+02	3.1028000e+02	2.2889000e+02	2.9389000e+02	2.2350000e+02	2.3871000e+02	3.9550000e+02	2.9675000e+02	1.7512000e+02	2.2606000e+02	2.1929000e+02	1.8270000e+02	1.5211000e+02	3.9318000e+02	2.0153000e+02	2.6951000e+02	2.4434000e+02	2.6983000e+02	2.4505000e+02	2.5655000e+02	3.4605000e+02	3.5829000e+02	4.6892000e+02	1.6224000e+02	4.0685000e+02	2.2187000e+02	1.2873000e+02	1.5651000e+02	2.5023000e+02	2.2739000e+02	1.8133000e+02	1.5106000e+02	8.4150000e+01	1.1589000e+02	1.2378000e+02	3.0495000e+02	1.4834000e+02	2.6336000e+02	3.1380000e+02	1.3755000e+02	1.4713000e+02	1.6301000e+02	2.2807000e+02	2.6345000e+02	3.1256000e+02	3.1586000e+02	4.3052000e+02	5.1103000e+02	2.6132000e+02	3.7168000e+02	2.7107000e+02	1.7682000e+02	2.2730000e+02	2.1102000e+02	2.2889000e+02	1.4207000e+02	2.9389000e+02	2.1747000e+02	2.2984000e+02	2.8742000e+02	2.8560000e+02	3.5346000e+02	2.5767000e+02	1.2267000e+02	2.8277000e+02	2.1603000e+02	1.0356000e+02	2.2346000e+02	2.1929000e+02	2.4058000e+02	1.1289000e+02	2.6706000e+02	4.1663000e+02	2.8846000e+02	2.4808000e+02	2.6983000e+02	3.2909000e+02	2.4229000e+02	3.8774000e+02	3.2241000e+02	3.4467000e+02	2.8101000e+02	2.0024000e+02	2.4130000e+02	1.7871000e+02	1.7766000e+02	2.3526000e+02	2.9569000e+02	1.8791000e+02	1.6861000e+02	
1.0825000e+02	0.0000000e+00	1.8606000e+02	1.8988000e+02	1.6849000e+02	1.1568000e+02	1.1478000e+02	1.4717000e+02	7.4350000e+01	2.1926000e+02	8.9860000e+01	1.4012000e+02	1.2770000e+02	1.8070000e+02	1.3843000e+02	1.2052000e+02	2.8017000e+02	2.2542000e+02	2.8874000e+02	2.1217000e+02	5.3540000e+02	3.9740000e+02	3.8212000e+02	4.4141000e+02	3.4971000e+02	1.8389000e+02	3.6277000e+02	2.9811000e+02	2.8820000e+02	2.2700000e+02	2.5433000e+02	1.5578000e+02	4.0425000e+02	2.5940000e+02	1.3115000e+02	2.6561000e+02	1.4590000e+02	2.3735000e+02	1.5168000e+02	3.8947000e+02	1.1364000e+02	2.8520000e+02	3.3753000e+02	2.8788000e+02	2.2456000e+02	1.9410000e+02	3.0414000e+02	2.7620000e+02	4.9325000e+02	2.1295000e+02	4.2964000e+02	2.7452000e+02	1.4214000e+02	9.8720000e+01	2.3956000e+02	1.8988000e+02	1.7698000e+02	1.8015000e+02	1.1478000e+02	1.6242000e+02	1.9295000e+02	3.0324000e+02	1.2681000e+02	1.6085000e+02	2.3993000e+02	1.2052000e+02	2.4988000e+02	1.6844000e+02	1.8534000e+02	1.6316000e+02	3.3941000e+02	3.0425000e+02	4.5975000e+02	6.0962000e+02	1.8389000e+02	4.0177000e+02	2.9088000e+02	2.4349000e+02	2.0353000e+02	1.6617000e+02	2.8820000e+02	1.8560000e+02	2.2700000e+02	2.9252000e+02	1.9297000e+02	2.1519000e+02	3.0589000e+02	4.7329000e+02	2.2216000e+02	2.1188000e+02	2.4648000e+02	2.1278000e+02	1.2251000e+02	2.7043000e+02	1.4590000e+02	2.4883000e+02	1.1308000e+02	2.9353000e+02	3.9832000e+02	3.1075000e+02	3.4561000e+02	2.8788000e+02	2.8234000e+02	2.2702000e+02	3.3687000e+02	2.7874000e+02	3.0416000e+02	2.4518000e+02	2.5013000e+02	2.7451000e+02	2.1316000e+02	1.8901000e+02	1.6543000e+02	4.3592000e+02	1.8404000e+02	2.5586000e+02	
1.5215000e+02	1.8606000e+02	0.0000000e+00	9.2860000e+01	2.6179000e+02	1.2652000e+02	1.8768000e+02	2.4957000e+02	1.0643000e+02	3.7256000e+02	1.7836000e+02	1.2778000e+02	1.3324000e+02	2.4910000e+02	1.7207000e+02	1.3348000e+02	2.6919000e+02	2.2288000e+02	2.0662000e+02	2.1011000e+02	6.6232000e+02	4.4008000e+02	6.6282000e+02	6.6403000e+02	5.1023000e+02	4.0935000e+02	6.6981000e+02	4.9143000e+02	3.1962000e+02	4.7318000e+02	2.9025000e+02	3.4716000e+02	4.9431000e+02	2.7032000e+02	2.6661000e+02	1.2857000e+02	3.8200000e+02	3.6405000e+02	1.7990000e+02	4.0975000e+02	3.2226000e+02	4.2098000e+02	4.3355000e+02	4.5800000e+02	4.4390000e+02	3.9636000e+02	5.4062000e+02	5.4842000e+02	5.8969000e+02	2.7483000e+02	4.6516000e+02	3.9866000e+02	2.2732000e+02	2.8702000e+02	3.4500000e+02	9.2860000e+01	2.6998000e+02	6.8130000e+01	1.8768000e+02	1.8862000e+02	2.4101000e+02	2.2748000e+02	8.8970000e+01	3.0381000e+02	1.9035000e+02	1.3348000e+02	2.3058000e+02	1.3922000e+02	1.6052000e+02	1.7550000e+02	5.1485000e+02	5.3783000e+02	7.1985000e+02	7.3674000e+02	4.0935000e+02	5.5495000e+02	6.2066000e+02	3.4425000e+02	2.4423000e+02	2.7975000e+02	3.1962000e+02	2.2296000e+02	4.7318000e+02	4.0918000e+02	4.2795000e+02	4.3695000e+02	4.1791000e+02	6.0693000e+02	4.4138000e+02	2.5214000e+02	2.5180000e+02	1.2276000e+02	9.3670000e+01	1.0277000e+02	3.8200000e+02	3.6659000e+02	1.4504000e+02	3.6603000e+02	4.3756000e+02	4.6009000e+02	4.3977000e+02	4.5800000e+02	5.1346000e+02	4.2632000e+02	6.1057000e+02	5.0048000e+02	5.4452000e+02	5.0576000e+02	3.0645000e+02	3.5519000e+02	3.2932000e+02	2.9139000e+02	3.8815000e+02	3.8650000e+02	2.3972000e+02	2.7486000e+02	
2.2739000e+02	1.8988000e+02	9.2860000e+01	0.0000000e+00	2.5995000e+02	2.1730000e+02	2.4554000e+02	2.9117000e+02	1.0699000e+02	5.0596000e+02	2.1534000e+02	1.8192000e+02	1.3046000e+02	3.2088000e+02	2.0741000e+02	1.3844000e+02	3.9609000e+02	1.8980000e+02	2.9970000e+02	2.7413000e+02	7.7254000e+02	5.5712000e+02	7.8560000e+02	7.7155000e+02	4.7265000e+02	3.9229000e+02	6.1441000e+02	5.5345000e+02	3.1758000e+02	4.1938000e+02	2.1375000e+02	4.2592000e+02	5.3857000e+02	3.6400000e+02	3.2097000e+02	1.7147000e+02	4.3744000e+02	4.9023000e+02	1.5760000e+02	4.4689000e+02	3.6418000e+02	5.4184000e+02	5.9099000e+02	5.9072000e+02	5.8504000e+02	4.9648000e+02	6.5480000e+02	6.2036000e+02	7.5987000e+02	3.6675000e+02	5.7076000e+02	5.5816000e+02	3.8758000e+02	3.9050000e+02	4.6536000e+02	0.0000000e+00	2.6402000e+02	1.5939000e+02	2.4554000e+02	2.4892000e+02	2.3743000e+02	1.9576000e+02	1.2297000e+02	3.3017000e+02	1.6011000e+02	1.3844000e+02	2.9898000e+02	1.9144000e+02	1.4838000e+02	1.6954000e+02	5.7391000e+02	6.4633000e+02	8.4549000e+02	8.7714000e+02	3.9229000e+02	5.3367000e+02	7.1028000e+02	4.5481000e+02	1.9333000e+02	3.2201000e+02	3.1758000e+02	3.2526000e+02	4.1938000e+02	4.7490000e+02	4.8139000e+02	4.6289000e+02	5.7075000e+02	6.9971000e+02	3.9488000e+02	2.8198000e+02	3.3788000e+02	1.7516000e+02	1.1049000e+02	1.4103000e+02	4.3744000e+02	5.0271000e+02	1.2254000e+02	4.5659000e+02	4.5294000e+02	5.1271000e+02	5.9655000e+02	5.9072000e+02	5.8012000e+02	5.6332000e+02	7.1687000e+02	5.5970000e+02	6.5488000e+02	5.9608000e+02	4.4285000e+02	5.0313000e+02	4.8098000e+02	4.1997000e+02	4.5699000e+02	5.2360000e+02	2.9372000e+02	4.6076000e+02	
1.7882000e+02	1.6849000e+02	2.6179000e+02	2.5995000e+02	0.0000000e+00	2.1491000e+02	1.0403000e+02	1.4836000e+02	1.5830000e+02	1.4471000e+02	1.3563000e+02	2.4783000e+02	3.0019000e+02	1.8095000e+02	1.9808000e+02	1.9979000e+02	2.5838000e+02	2.5649000e+02	3.2065000e+02	1.2140000e+02	4.5523000e+02	3.5837000e+02	3.8361000e+02	3.2534000e+02	2.6732000e+02	3.4170000e+02	2.4708000e+02	2.8492000e+02	2.0169000e+02	2.7295000e+02	2.3178000e+02	2.3119000e+02	2.9800000e+02	3.8421000e+02	1.8846000e+02	2.2222000e+02	1.9377000e+02	4.0036000e+02	1.9607000e+02	3.1738000e+02	2.2581000e+02	2.6187000e+02	2.4196000e+02	2.1641000e+02	2.3473000e+02	1.8103000e+02	2.8267000e+02	3.1117000e+02	2.5838000e+02	2.0970000e+02	3.2689000e+02	1.4579000e+02	2.4043000e+02	2.2791000e+02	2.3509000e+02	2.5995000e+02	2.0300000e+00	3.1600000e+02	1.0403000e+02	1.5941000e+02	2.5604000e+02	2.9497000e+02	1.7602000e+02	1.9728000e+02	3.4940000e+02	1.9979000e+02	2.8903000e+02	2.3823000e+02	2.3567000e+02	2.2111000e+02	3.2412000e+02	2.5392000e+02	4.1190000e+02	6.0361000e+02	3.4170000e+02	4.2096000e+02	3.2029000e+02	2.4704000e+02	3.0662000e+02	1.3940000e+02	2.0169000e+02	1.5069000e+02	2.7295000e+02	2.5013000e+02	1.7874000e+02	1.8760000e+02	3.6630000e+02	4.4972000e+02	1.9821000e+02	2.2301000e+02	3.4523000e+02	2.6533000e+02	2.2580000e+02	3.0430000e+02	1.9377000e+02	4.6254000e+02	1.6667000e+02	1.8764000e+02	3.0111000e+02	1.7502000e+02	2.4722000e+02	2.1641000e+02	1.9383000e+02	2.3299000e+02	2.3302000e+02	2.5557000e+02	2.8235000e+02	1.8477000e+02	3.0176000e+02	2.3024000e+02	1.9711000e+02	1.9792000e+02	2.3300000e+02	2.5397000e+02	2.4961000e+02	3.4993000e+02	
7.6950000e+01	1.1568000e+02	1.2652000e+02	2.1730000e+02	2.1491000e+02	0.0000000e+00	1.4246000e+02	2.0751000e+02	9.5130000e+01	2.3310000e+02	1.2812000e+02	1.2264000e+02	1.7168000e+02	1.7418000e+02	1.5031000e+02	1.6030000e+02	2.1269000e+02	3.1776000e+02	1.4296000e+02	2.4293000e+02	5.6992000e+02	3.8318000e+02	4.6136000e+02	4.6731000e+02	3.2295000e+02	2.7067000e+02	4.8565000e+02	3.5815000e+02	2.6538000e+02	2.7596000e+02	2.6845000e+02	1.6520000e+02	5.4235000e+02	3.1606000e+02	2.6049000e+02	2.9209000e+02	1.7500000e+02	2.0987000e+02	1.5892000e+02	4.2863000e+02	2.0934000e+02	3.2940000e+02	3.0161000e+02	3.1484000e+02	2.7158000e+02	2.6366000e+02	3.7758000e+02	3.1484000e+02	5.2565000e+02	1.9319000e+02	3.9788000e+02	2.3428000e+02	9.5340000e+01	1.5516000e+02	2.2550000e+02	2.1730000e+02	2.1608000e+02	1.3075000e+02	1.4246000e+02	1.8858000e+02	1.7139000e+02	3.7398000e+02	1.6687000e+02	2.2381000e+02	3.2797000e+02	1.6030000e+02	2.4118000e+02	1.8918000e+02	2.1080000e+02	1.9312000e+02	3.5765000e+02	3.6363000e+02	4.8165000e+02	5.8324000e+02	2.7067000e+02	3.7417000e+02	3.1484000e+02	1.7735000e+02	2.6651000e+02	1.9467000e+02	2.6538000e+02	2.0012000e+02	2.7596000e+02	2.7214000e+02	2.8927000e+02	3.1397000e+02	2.7487000e+02	4.9903000e+02	3.2338000e+02	1.9250000e+02	2.9668000e+02	1.9960000e+02	1.3647000e+02	2.5835000e+02	1.7500000e+02	2.2713000e+02	1.2544000e+02	3.0663000e+02	4.7146000e+02	3.4847000e+02	3.0465000e+02	3.1484000e+02	3.3422000e+02	2.6288000e+02	4.4595000e+02	3.6728000e+02	3.7604000e+02	3.1760000e+02	1.9781000e+02	2.4457000e+02	1.7148000e+02	1.3135000e+02	1.9931000e+02	3.8602000e+02	1.7790000e+02	1.5996000e+02	
8.4150000e+01	1.1478000e+02	1.8768000e+02	2.4554000e+02	1.0403000e+02	1.4246000e+02	0.0000000e+00	1.1639000e+02	1.3017000e+02	1.9760000e+02	1.1162000e+02	1.6956000e+02	1.9914000e+02	2.1746000e+02	1.9409000e+02	1.2424000e+02	2.8549000e+02	3.3082000e+02	2.6758000e+02	2.1933000e+02	5.2830000e+02	3.2002000e+02	4.2620000e+02	3.5467000e+02	3.6103000e+02	3.1701000e+02	3.8399000e+02	3.3023000e+02	2.3520000e+02	2.9662000e+02	2.9205000e+02	2.8218000e+02	3.6397000e+02	3.3574000e+02	1.9571000e+02	2.2185000e+02	2.6310000e+02	2.3591000e+02	1.9632000e+02	3.8579000e+02	1.7182000e+02	2.6600000e+02	2.4841000e+02	2.7274000e+02	2.4268000e+02	2.4584000e+02	3.0488000e+02	3.4988000e+02	3.5735000e+02	2.4961000e+02	3.6750000e+02	1.8832000e+02	1.8960000e+02	2.2202000e+02	2.6426000e+02	2.4554000e+02	1.1034000e+02	1.9563000e+02	0.0000000e+00	1.2510000e+02	1.9919000e+02	3.8540000e+02	1.2157000e+02	2.4977000e+02	3.9475000e+02	1.2424000e+02	2.3670000e+02	2.1040000e+02	2.4822000e+02	3.0628000e+02	3.0813000e+02	2.9911000e+02	4.0207000e+02	5.9888000e+02	3.1701000e+02	3.9599000e+02	3.1558000e+02	2.7975000e+02	2.2659000e+02	1.7845000e+02	2.3520000e+02	1.1722000e+02	2.9662000e+02	2.5856000e+02	2.8007000e+02	3.2765000e+02	2.7139000e+02	3.7821000e+02	2.1966000e+02	1.6116000e+02	3.2402000e+02	1.7284000e+02	1.7807000e+02	2.6597000e+02	2.6310000e+02	2.8239000e+02	1.3904000e+02	2.5233000e+02	3.9968000e+02	2.5573000e+02	2.5383000e+02	2.7274000e+02	2.4306000e+02	2.4476000e+02	3.0019000e+02	2.9592000e+02	3.0338000e+02	2.6606000e+02	3.0815000e+02	2.3789000e+02	2.2656000e+02	1.8723000e+02	2.4773000e+02	2.7936000e+02	1.9934000e+02	2.3132000e+02	
1.9950000e+02	1.4717000e+02	2.4957000e+02	2.9117000e+02	1.4836000e+02	2.0751000e+02	1.1639000e+02	0.0000000e+00	1.2068000e+02	2.2585000e+02	1.5779000e+02	2.3449000e+02	2.5919000e+02	2.2063000e+02	1.9520000e+02	1.9113000e+02	2.2626000e+02	3.1309000e+02	3.2403000e+02	2.4828000e+02	6.3861000e+02	3.8523000e+02	4.9759000e+02	5.1040000e+02	4.6300000e+02	4.0810000e+02	3.9142000e+02	4.4380000e+02	3.3111000e+02	3.4169000e+02	3.8654000e+02	2.6721000e+02	3.5320000e+02	4.0251000e+02	2.8898000e+02	3.3400000e+02	2.5065000e+02	2.9754000e+02	2.9597000e+02	3.1138000e+02	1.2261000e+02	2.7491000e+02	2.8662000e+02	3.1667000e+02	2.8255000e+02	2.5315000e+02	3.4547000e+02	4.8997000e+02	4.0826000e+02	3.4802000e+02	5.6265000e+02	3.0565000e+02	2.2031000e+02	2.2149000e+02	2.2319000e+02	2.9117000e+02	1.5479000e+02	2.6878000e+02	1.1639000e+02	8.3870000e+01	2.6368000e+02	4.2965000e+02	1.9800000e+02	2.3988000e+02	3.0390000e+02	1.9113000e+02	2.7209000e+02	1.7623000e+02	1.8687000e+02	2.2021000e+02	4.2634000e+02	3.7340000e+02	6.0414000e+02	6.7471000e+02	4.0810000e+02	4.5594000e+02	2.8937000e+02	3.4590000e+02	2.6218000e+02	1.1428000e+02	3.3111000e+02	2.0795000e+02	3.4169000e+02	2.3059000e+02	2.4252000e+02	3.2812000e+02	3.1300000e+02	3.9294000e+02	2.0921000e+02	3.3747000e+02	3.6085000e+02	2.7455000e+02	2.3212000e+02	3.6586000e+02	2.5065000e+02	3.2916000e+02	2.1579000e+02	2.3924000e+02	3.1253000e+02	2.6652000e+02	2.8996000e+02	3.1667000e+02	2.4741000e+02	2.8051000e+02	3.5066000e+02	3.3049000e+02	3.5389000e+02	2.3773000e+02	4.0644000e+02	3.2200000e+02	3.3747000e+02	2.6814000e+02	2.5082000e+02	4.0175000e+02	1.5423000e+02	2.6343000e+02	
1.1288000e+02	7.4350000e+01	1.0643000e+02	1.0699000e+02	1.5830000e+02	9.5130000e+01	1.3017000e+02	1.2068000e+02	0.0000000e+00	2.7523000e+02	9.9190000e+01	9.9670000e+01	1.1651000e+02	1.6951000e+02	1.3108000e+02	1.0989000e+02	2.2684000e+02	2.3347000e+02	2.4225000e+02	1.7296000e+02	6.3503000e+02	4.6551000e+02	5.8055000e+02	5.9498000e+02	3.8526000e+02	3.5334000e+02	4.9778000e+02	4.3766000e+02	2.7775000e+02	2.9325000e+02	2.5678000e+02	2.1717000e+02	4.1674000e+02	2.5535000e+02	1.9716000e+02	1.6938000e+02	2.0231000e+02	2.8504000e+02	1.2523000e+02	2.5884000e+02	1.6383000e+02	3.0699000e+02	3.3304000e+02	3.4207000e+02	3.2299000e+02	2.7697000e+02	4.0011000e+02	4.2851000e+02	5.2880000e+02	2.6560000e+02	4.9547000e+02	3.2809000e+02	2.0831000e+02	1.8921000e+02	2.8073000e+02	1.0699000e+02	1.6467000e+02	1.2826000e+02	1.3017000e+02	9.9290000e+01	1.9612000e+02	2.7873000e+02	1.1326000e+02	2.2138000e+02	1.8656000e+02	1.0989000e+02	2.3807000e+02	8.6010000e+01	1.3005000e+02	1.1829000e+02	4.6052000e+02	4.2338000e+02	6.6536000e+02	6.8481000e+02	3.5334000e+02	4.8700000e+02	4.2433000e+02	2.7202000e+02	1.9722000e+02	1.5562000e+02	2.7775000e+02	2.2045000e+02	2.9325000e+02	3.1669000e+02	2.6174000e+02	3.2148000e+02	4.3236000e+02	5.2246000e+02	2.0993000e+02	2.5423000e+02	2.2657000e+02	2.0179000e+02	7.1820000e+01	1.8328000e+02	2.0231000e+02	2.6848000e+02	1.0129000e+02	3.2396000e+02	2.8731000e+02	3.0254000e+02	3.3556000e+02	3.4207000e+02	3.3517000e+02	3.1817000e+02	4.0408000e+02	3.2701000e+02	4.0189000e+02	3.1319000e+02	2.9040000e+02	3.4838000e+02	2.9255000e+02	2.3990000e+02	2.8476000e+02	3.8717000e+02	1.5307000e+02	2.4117000e+02	
1.9303000e+02	2.1926000e+02	3.7256000e+02	5.0596000e+02	1.4471000e+02	2.3310000e+02	1.9760000e+02	2.2585000e+02	2.7523000e+02	0.0000000e+00	1.7454000e+02	2.6282000e+02	3.5196000e+02	1.7356000e+02	2.0167000e+02	2.6654000e+02	1.7601000e+02	3.9618000e+02	2.9492000e+02	1.1869000e+02	3.3090000e+02	2.3350000e+02	2.4398000e+02	2.1581000e+02	2.9441000e+02	3.3587000e+02	2.7553000e+02	1.7721000e+02	2.3522000e+02	2.9942000e+02	4.0111000e+02	1.7878000e+02	2.8283000e+02	3.2372000e+02	1.6307000e+02	3.5389000e+02	1.1188000e+02	2.8235000e+02	2.2840000e+02	3.8787000e+02	1.9778000e+02	2.0838000e+02	1.3927000e+02	1.3216000e+02	1.2136000e+02	1.0858000e+02	1.6886000e+02	2.9558000e+02	2.9639000e+02	2.9715000e+02	2.9654000e+02	9.2960000e+01	1.6632000e+02	1.2086000e+02	1.6330000e+02	5.0596000e+02	1.4536000e+02	4.1807000e+02	1.9760000e+02	2.4742000e+02	2.7421000e+02	4.4464000e+02	2.2537000e+02	2.3695000e+02	4.9767000e+02	2.6654000e+02	2.4680000e+02	2.4584000e+02	3.3624000e+02	2.7900000e+02	2.8059000e+02	1.6747000e+02	2.4883000e+02	3.5848000e+02	3.3587000e+02	4.0919000e+02	1.5732000e+02	8.7070000e+01	3.5865000e+02	1.8887000e+02	2.3522000e+02	1.6938000e+02	2.9942000e+02	1.7756000e+02	1.1207000e+02	2.1529000e+02	2.7667000e+02	3.1881000e+02	2.1530000e+02	2.5732000e+02	3.0948000e+02	3.0756000e+02	2.7385000e+02	4.1533000e+02	1.1188000e+02	3.0465000e+02	2.3274000e+02	1.1141000e+02	3.9160000e+02	1.7281000e+02	1.4297000e+02	1.3216000e+02	1.7772000e+02	1.3214000e+02	2.0831000e+02	2.0854000e+02	1.7150000e+02	7.1620000e+01	2.3395000e+02	1.4073000e+02	1.2070000e+02	1.4839000e+02	2.0213000e+02	2.0446000e+02	2.2154000e+02	2.3768000e+02	
