0.000000	87.620026	83.230333	93.542542	100.238583	100.998049	97.234097	101.175127	100.207679	98.904994	99.989739	99.609643	98.595826	101.714287	101.161556	100.848449	101.375872	101.784492	101.789589	101.409828	101.118764	101.271115	101.550984	99.054150	100.845569	99.211925	101.478745	99.285981	100.557952	
87.620026	0.000000	87.606040	89.610599	100.807701	100.358669	100.683137	97.456713	99.293518	98.474483	98.787621	100.418171	98.079690	101.753346	101.289196	101.781977	101.310726	101.148546	101.266659	101.914388	101.340543	101.707834	99.533117	101.001848	101.503871	101.072592	101.620709	101.284851	97.018835	
83.230333	87.606040	0.000000	93.546413	100.164331	101.109063	97.957815	101.036141	100.336550	99.125532	99.975753	99.810391	98.822215	101.365035	100.926727	100.824197	101.213372	101.621992	101.775603	101.421687	100.930623	101.122504	101.436998	99.181302	100.939815	99.045579	101.416245	99.545276	100.236823	
93.542542	89.610599	93.546413	0.000000	101.143729	100.917525	101.281601	98.218502	99.019591	98.592179	98.633087	100.377691	94.431189	101.987398	101.190054	101.694261	101.046398	101.156909	100.454131	101.570106	101.050393	101.693070	99.670086	100.634205	100.879143	99.304893	101.557581	100.974199	97.222428	
100.238583	100.807701	100.164331	101.143729	0.000000	91.133442	89.272247	90.074819	101.004067	100.778046	100.564681	99.883862	100.718871	100.697505	100.486084	100.284321	100.188103	100.482897	101.305445	100.958546	99.175429	99.557866	101.128660	99.871233	99.621913	101.347202	100.379287	101.113992	91.185072	
100.998049	100.358669	101.109063	100.917525	91.133442	0.000000	91.305553	89.538756	98.194896	99.456313	98.612806	101.227905	101.687404	101.562389	98.789544	101.426441	99.961746	100.092640	97.975436	101.298499	100.821030	101.243074	98.264465	100.645747	101.330435	101.673048	101.035328	101.219452	90.721461	
97.234097	100.683137	97.957815	101.281601	89.272247	91.305553	0.000000	91.111702	100.944634	100.004895	100.911560	100.074082	100.815090	101.014068	100.848371	99.916208	101.286236	101.320329	101.358050	100.502587	100.832679	100.650030	101.487799	98.698376	100.836083	100.086899	101.310240	98.860764	91.014826	
101.175127	97.456713	101.036141	98.218502	90.074819	89.538756	91.111702	0.000000	100.181183	99.622844	99.694951	100.818567	101.420476	101.282882	100.636760	101.285285	99.956317	99.921157	100.349169	101.122999	100.548313	101.282813	98.615104	100.733321	101.312184	101.906466	101.394956	101.187968	88.428599	
100.207679	99.293518	100.336550	99.019591	101.004067	98.194896	100.944634	100.181183	0.000000	88.218986	87.243421	90.388520	98.837528	101.582603	98.613821	101.513871	100.738596	100.619229	98.615009	101.618505	100.855241	101.217286	98.547076	100.632073	100.650123	101.155678	100.751955	101.109211	99.925417	
98.904994	98.474483	99.125532	98.592179	100.778046	99.456313	100.004895	99.622844	88.218986	0.000000	88.916616	90.683700	99.156574	101.776477	99.830964	101.584051	100.264671	100.621620	100.313090	101.733129	101.040288	101.182785	100.217980	99.579490	100.922740	100.461327	101.244047	100.193773	98.911357	
99.989739	98.787621	99.975753	98.633087	100.564681	98.612806	100.911560	99.694951	87.243421	88.916616	0.000000	90.493530	98.452958	101.670013	99.195088	101.460548	100.668369	100.419825	98.723153	101.231848	101.167882	101.725933	98.623162	100.941071	101.288204	100.917958	101.184107	101.349506	100.307456	
99.609643	100.418171	99.810391	100.377691	99.883862	101.227905	100.074082	100.818567	90.388520	90.683700	90.493530	0.000000	97.378015	98.268677	100.720395	97.076855	101.277994	101.478197	101.582999	98.354143	100.241783	100.928095	101.481079	101.206446	100.679497	99.890795	100.555302	101.122294	101.194328	
98.595826	98.079690	98.822215	94.431189	100.718871	101.687404	100.815090	101.420476	98.837528	99.156574	98.452958	97.378015	0.000000	100.929536	101.099552	100.093070	99.808881	100.743658	101.573963	100.575481	100.596471	100.306656	101.363441	100.727768	98.980611	93.604611	98.924649	100.534084	101.097231	
101.714287	101.753346	101.365035	101.987398	100.697505	101.562389	101.014068	101.282882	101.582603	101.776477	101.670013	98.268677	100.929536	0.000000	97.773829	93.767597	97.617356	96.927301	96.294582	91.001229	97.121866	97.287766	98.162998	100.613427	100.665646	98.225558	97.307831	97.892016	101.319381	
101.161556	101.289196	100.926727	101.190054	100.486084	98.789544	100.848371	100.636760	98.613821	99.830964	99.195088	100.720395	101.099552	97.773829	0.000000	95.095362	95.651239	95.722748	95.882298	98.350358	94.644703	94.393544	93.289337	99.170196	98.554722	101.580045	101.317782	101.070022	100.739426	
